tweet,hate
@E وينك يا كوهين يا بن الكلب..<>لا تسب العرب... أفضل سلالة بشرية تمثل الجنس البشري ع الكرة الأرضية هم العرب.<>فيها الاسود و الابيض و الحنطي.و و و <>عينة من الكرة الأرضية لا تتواجد في أي فئة أو دولة.<>العرب يحبهم الله وميزهم على كل أجناس الأ,1
@E يا منافق يا كذاب يا دجال شو دخل اتباع اوجلان بدين الآخرين ومذهبهم ...هذه الطفلة عدوتكم لانها ترفع علم السعودية وانتم من تنظيم اخوان المنافقين,1
@E انتوا نسيتوا نفسكم يا أسيوطي يا معفنين انتوا هتحطوا راسكم برأس الاهلي والاهلوية اسيادكم يا اوساخ,1
@E @E @E @E @E @E لا تحسبوني نسيتكم يا عبنده يا كويحة يا ملطشة ال زايد انت وياه رايح اجيب العصا و راجع لكم . خلو الضيوف الي في بيتي ياخذون واجبهم و لي حساب معكم يا تكرنة .,1
@E @E قالها لهم بصراحه .. يا احكمكم يا اقتلكم😂 شوفي مرحلة مرسي سيئه والإخوان فاشلين في السياسه ممكن اقتصاديا عندهم عقول وممكن ينجحون بس في العمل السياسي فاشلين لكن مرسي في عهده أعطاهم مساحه كبيره من الحريه لدرجة انهم كانو يشتموه ويتمصخرو عل,1
@E وانت عرص كبير يا اهلاوي يا ارهابي يا قذى,1
 @E: عد الى مكانك الطبيعي يا نصراوي يا قزم يا متحدي في الخلف دوماً مكانك<>#الاتحادالنصر ,1
@E @E @E اول شي بدكون خرا بنيعكون والايام رح تثبت كيف سنسبي الصهيونيات ليكونو جواري لنا يا ابن اليهودية يا قتلة الانبياء وشاهدي الزور وفلسطين سوف تعود لان شتاتكم من الله في قلوبكم وليس مجرد مكان يا يهود الخزر يا اوساخ الب,1
@E دا حقيقى والمصيبه انك لو اشتغلت مثلا فى فاليو او شركه تانيه هتلاقى كل الى حواليك يا فلاحين يا اغبيا والموضوع حزين نيك فعلا بس فى شركات بتفلتر الناس نيييك وبتختار ناس اذكيا زى افى ﻻبس و منتور وايجاد انما فاليو للاسف بتاعه الفلاحين,1
@E @E @E @E @E @E @E وسخ وليس وصخ هاه مين الوسخ فينا يا نجم يا ساحلي يا تونسي,1
@E يا لحوج يا معلقين ايش دخل امنا في قصصكم السامجه ؟ الحساب منزل تغريده ( تعميم ) ماحد طلب منكم قصص ( مره دخلت مستشفى مره سلحت وشميت باط اثيوبي مره ومره ) ويجيك الثاني مدرعم ماعمره انكرف وتعب وجالس في نحر حوت ويأيد هالفكره او التعميم 🤢,1
#اطمنانتمشلوحدك<>الخرفان انتخت الي الابد<>حاسس بيك يا مهتز يا ابن المط..رر.الاقبال النهاردة كان تاريخي لا نفع معاهم اطمن و لا بلالين و لا كتابة علي الحيطان و لا الفلوس و لا الحلل و لا الغطيان <>يا قهرتك يا مهتز<>يا فضيحتكم يا خرفان<>الخرفان هيتجننو <>السيسي هينفخكم ١٠ سنين اني هههه,1
 @E: يا سلام بقي يا مانجا لو تغلفي الزريبه وتكسبيهم <> #اسماعيليهيفوتللمختلط,1
@E امشي يا جرذ يا عميل بريطانيا انت مكانك الحبس غير شويا بس ربي يحفظ الجيش وينصر حفتر عليكم يا صعلوك يا إرهابي يا اتباع بن لادن ياااا ملفات سريه يا غبي يا راس السطل امثالك انت طارقه ما عندكش راكب الموجه مع أي شخص وكان يطلع سيف تقعد تمجد فيه تففف ع,1
واقفين قدام الاستاد اربع ساعات يا دوله يا بنت الوسخه عشان بس عايزين نشجع فرقتنا,1
مين ! ايهاب جلال جوارديولا الفلاحين والعزب يا الف اهلا وسهلا يا ميت الف اهلا وسهلا اللى اول ماتش ليه معانا السيزون اللى فات كان قدام الاهلى و نازل فاتح صدره و يلعب بيلد اب بالشيناوى اللى ف اخر ماتش ليه كان بيباصي الكورة لزميله باصاها للقايم,1
@E اكل تبن يا قطري يا جحش الشعب السعودي وحكامه روح واحده خلك في الشبك ,1
 @E: يلا يا بابا يلا يا حبيبي بيتك بيتك #للخلفدرريازمالك,1
@E اجمل شي انك تكون مروق وتجلد الخدم يجوك بسطولهم والخرق على اكتافهم والفيري في جيوبهم وكل ردهم<> يا صفر اسيا يا موسم صفري,1
@E @E يا بيروت يا عزيزتي هودي اْبواق فارغة وراءهم الغرب واميركا ومملكة الاءجرام الًوهابية والجهل ،وبن في ممالك ومصالح هناك تعصًبً،ولكنهم مدعومون من امثال ريفي ودريان والرافعي وهم حميعا يقبضون من الخليج الذي تاًءمره اميركا ، الحل ب سن قو,1
@E لعنك الله يا خبيث يا مجوسي من سفك دماء المسلمين في العراق وسوريا واليمن غيركم يا فرس يا مجوس,1
 @E: @E لو يخرج علي رضي الله عنه الي الدنيا لحرقكم يا شيعه يا صفويين كما حرق اتباع ابن سبأ عندما قالوا إنه إله مع أنه…,1
@E عبقالك يا كلب النار يا إخونجى يا خسيس,1
 @E: الاهلى هيلعب بجمهور وهيفشخ بامبرز والشوال يا اتحاد كوره يا ولاد الوسخه #ماتشالاسيوطيبجمهور,1
@E داقين خشومكم يا طواقي يا صغير الرياض يا وضيع يجيبها لك الاتحاد اكبر من تاريخك,1
@E @E @E النصر فاكيو يا فقراويه يا اهل التحكيم والنمور نمور مايهزهم صياح حريم الفقروي الخر,1
الارواح في سبيل الوطن ترخص يا عميل يا كلب الاخوان والمقاتلة ,1
#مشنازلين<>قسما بالله يا حزب الزور يا شحاتين يا كلاب السيسي او بالاصح اي نظام ف البلد بتكونو كلابه لو السيسي قالكو حرفو ف القرآن لهتحرفو <>حسبي الله ونعم الوكيل ,1
 @E: @E @E يا كونان يا قفطه يا فقراوي هذي بعد اخر مباراه باسيا قدام لوكوماتيف الاسبوع لي راح باشيا وتصدرنا المجم…,1
@E @E خليك في بن سلمان اللي فاشخكم و مغلي عليكم كل حاجه و بيصرف فلوس السعوديه علي ترامب و عيلته زي اللطخ، يا لطخ يا جعر يا شوال.,1
@E حتالات أراذيل الخبث تقرر مصائر الشعوب<>هزلت يا عربان يا نجاسات الخلق<>هزلتم يا عبيد الدياته<>لملموا وتلملموا لنهاياتكم فلن تعيدوها يا عملاء,1
@E واساسا مهم قطرين يا فرس يا يا اتراك يا هنود وبكستانية👌,1
"@E 🤣 طيب سؤال ليش مظليلين وجهه ؟؟!! و بعدين مو ناقص إلا يقول أنه ""أمريكا الله يجيزها الخير كانت تقتلنا فقط وما كانت تقتل المدنيين أبدا بالعكس كانت ترمي ورد و فل و ياسمين علينا بين الفترة و الثانية "" الله يلعنكم يا صهاينة العرب يا عبرية , يعني ح",1
 @E: الناس وصلوا القمر وإحنا قاعدين نتضارب هل بطني تعورني والا يعورني يا عرب يا جرب يا أمة ضحكت من جهلها الامم <>كلنا عارفين انها تعو…,1
هالخبيث الفاسق المارق المائل المميل اليهودي الغادر شبك الدنماركيين مع المسلمين بفعله المشين .. اللهم يا عزيز يا قوي يا جبار ان تبليه بما اقترفت يديه بلوى لا يكون فيها حي ولا ميت .. ولا يكون شفاءه الا بآيات الذكر الحكيم وما يحصلها <>#الدنمارك,1
@E يا مشردة يا لاجئة والله لا انتي ولا حزبك يعيشون ربع عيشتنا ولله الحمد,1
سيرسي لانيستر للنايت كينج : هطلع دين امك في معبد بيلور يا يهودي يا ابن اليهودي انت و دينيرس وهطلع علي وينترفيل انا اللي حررها يا كلب يا ابن الكلاب يا نجس ,1
@E بس يا بواب يا ابن ستين وسخه <>دى جزمتها انضف من امك,1
@E @E @E صدق الحجاج بن يوسف الثقفي عندما قال ( يا اهل العراق يا اهل الشقاق والنفاق ومساوئ الاخلاق ),1
 @E: الان زحمه عند الملعب لكن راجع لكم يا فقراويه يا كلااااب يا مهااااطيييه,1
 @E: @E أيه يا جابر يا حرامى شاغل نفسك بأسيادك وأسياد أميرك المعتوه ليه خليك ف خيبتك وخيبت العزبه بتعتك إنتم إحت…,1
@E لعنة الله عليكم يا كلاب الإمارات و السيسي و السعودية يا مرتزقة يا عبيد المال يا صهاينة,1
@E قصدك فلسطين يا محتل يا قتلت الاطفال وسافكين الدماء يامغتصبين الارض قاتلكم الله اينما كنتم ياصهيون,1
 @E: يا شعب مصر يا خم النوم <>ما تفوق بقى وتشوف لك يوم<>الثوره قامت فى الخرطوم <>يا شعب ثور داهيه تسمك <>وشوف أصول اسباب غمك <>عصاب…,1
@E الجلد جايكم يا علوج يا احفاد المغول انتم وسيدكم عبد إسرائيل قردوغان ,1
@E @E @E @E حزب الله راعبكم يا كلاب الحكيم ودعس اكبر راس فيكم يا صراصير يا عملاء يا خونه على الاقل ايران دوله مسلمه وتدافع عن فلسطين وتساعد على محاربة دواعشكم وارهابكم وتحارب امريكا ومرتزقة ربع المنشار وهي دوله حره سب,1
@E ان شاء الله انت اللي تتشوي في النار يا كلب الإخوان يا جربوع. جزمة السيسي أشرف وأطهر منك ومن عشيرتك الإرهابية النجسة وسيدك العثمانلي أمان يالللي، وسيستمر السيسي في تطهير مصر من القاذورات أمثالك حتي تتفحموا كالذين من قبلكم. اتفو,1
@E يا دكتور يا ناقد يا أكاديمي اذكر موقف واحد لأردوغان او حكومة اردوغان ذكر السعودية بسوء قبل مقتل خاشقجي. اما بعد مقتل خاشقجي فلا تلمهم لانو حكامك بقر ليس بالتنمية والسياسة بل حتى بالقتل والإجرام.,1
تحسبني نسيت يا وضييييع يا صغير العاصمة @E <>@E ,1
"@E ما هم دول الاخوان الارهابيين والمرتزقه وعملاء السبوبه اللي باعوا العراق واللي باعوا سوريا واللي باعوا ليبيا واللي الان بيبيعوا الجزائر وهم هم اللي موجودين في السودان واللي الحمد لله لم ينجحوا في مصر الحبيبه ولذلك شعارهم الجديد الان "" يا اما",1
@E لا يوجد في تاريخ البشرية نهضة قام بها وغدٌ مرتزق تافه كرشه كالفيل من أموال غيره يا سافل .. فكل نهضات البشر قام بها من فعلاً يؤمن بما يقول .. لذلك لا قيمة لما تقول مهما حاولت سواءً الان أو في المستقبل !! أتفهم يا عميل الصهاينة يا وغد يا منحط ي,1
 @E: اشمتو يا ولاد ماجده يا بتوع صنداونز يلا 😂😂😂,1
@E @E @E مسكتيه من الايد اللي بتوجعه 😂😂 يا اخونجي يا منصور يا مستترك 😁,1
@E @E إيش دخل الوهابية ياهوووه .. دي بتاعتنا في السعودية !!! و راضيين فيها تمام التمام .. لا حركيات ولا سلالات ولا خرافات ولا حامدي هاشميات..<>الله ينصركم يا سودانيين يا حبايب ..<>صدقوني .. الوهابية مش عدوتكم <>لا تصدقوا الاخونجية😉,1
من هتافات حراك طلبة الطب: يا بن صالح يا جبان يا عبيد الامريكان.... يا بن صالح يا شيات يا عميل الامارات <>#حراكالطلبة ,1
@E @E @E انت المنافق يا مصري يا كلب وهازارد افضل منه,1
 @E: سهرناكم يا ولاد المتناكة يا بتوع الخمسة ⁦❤️⁩,1
 @E: الجلد في الليفر واللي يصيح مدريد وشبيحة<>المونتهي يا هي ليلة طرب يا هي ليلة دعس,1
@E @E تفدون حذاءه كلكم يا عيال شريفة يا اذناب الفرس.,1
افرحوا شوية <>الدورى لسه فى الملعب يا شوية بهايم يا بتوع ال٥ يا مهزقين,1
هههههههههههه وين نيجيريا يا طواقي يا زعيق يا كلام نواعم ,1
"@E يا شيخ يا حليل السعوديين و السعوديات عند غيرهم<>جرب تتفاهم كذا مع فلسطيني اخونجي<>او لبناني ايراني<>او مصري اهلاوي 😂<>من الزنار وتحت الله وكيلك<>محسوبك قضى ردح من الزمن بالفيسبوك يتعارك معهم وجاي هنا بتويتر اشوف سوالف السعوديين كلها """,1
يا جابر يا بنجرجي يا مرتزق يا حثالة الحمدين يا خربوط يا ساذج يا مليق يا إمعه يا مسيلمة الكذاب يا هامشهري آغا ملالي إيراني يا زهرا مار يا يا يا يا<>تتشمت بمصر وأبناء مصر !!<>أتعلم بأنك لست برجل ولا يوصف بك كرجل ولا من اتباع الرجال انت<>أنت حثالة ومن أتباع الحثالة يا خسيس ,1
@E @E من غدر بالغدار <>ملك بينحط الراس<>من انتم يا حتالة المجتمع يا محرومين يا تجار المخدرات<>ان تتكلمو عن اسيادكم<>روح طهر نعيك ايها المجوسي الطهراني الكلب<>يا مدعوس تحت الصباط يا صرصار بايام العز<>اتفوووو على صورتك واسمك <>لكل ح,1
@E اقطع واخس يا الداعشي يا بو حساب نتن ..,1
@E يا توكل يا رقاصة اسطنبول ، معاك معتز الشمراني من قبائل جنوب السعودية تعالي ارقصي عندي وراح اعطيك فلوس اكثر من اللي اعطوه لك الأتراك عشان رقصك ,1
@E نفسي اعرف مخ النصراوي في مؤخرته والا وش السالفه احنا يا بابا يا حبيبي أخذنا الصدارة قدام الاهلي وقبل مباراتكم بيوم واحد حلو وصرنا متصدرين اذا انت مو بكفو تهزم الاتحاد وتسترجع صدارت الزبادي اللي اخذتها من اسبوع فهذي مشكلتك مش مشكلة الهلال الله ,1
@E @E وش تلوم يا الحرمه شبيه اخته انا اسمي فلانه يا مستخنث تفووووو يا حرمه يا فاره نجسه يا سنفور ام روح,1
يا حلوة يا بيضة يا ام الدلع مال فرقتك خابت يكونش الحظ اتمنع #للخلفدرريازمالك,1
@E اخرص يا أعرابي يا وقح فلن تعدو قدرك يا سافل,1
الله لا يوفقك يا خرا يا برازيلي يا تبن,1
@E @E انتفاهم بينا اطلع منها يا نيجيريا يا خدمى 👹👹👹<>و صبااااااحك ❤️,1
 @E: يا هنيدي يا عمرو يااديب الاهلي ف الصداااااارة خبوا الحصالة اددددددااا 😂😂 @E @E #للخلفدرريازمالك,1
@E فايف دى تحطها فى ..... يا ابن العبيطة يا بواب .شوال الرز شاريك .فاكر ال 6 بيبو وبشير . ولا خمسة كوتوكو,1
#ايناسمننامصريةزينا<>طظ فى عدلى كوهين وياكوف المنيسى <>طظ فى المخرج نصر الأقرع <>طظ فى شوخير المغربى <>طظ فى كل المنظومة الفاسدة فى الرياضة المصرية<>طظ فى الواد لوسى ابن طنط فكيهة <>علاء كاذب <>طظ فيكم كلكم وفى اذنابكم يا مرتشين يا فسدة يا حرامية .,1
 @E: #الاتحادالنصر وين هياطكم يا جمهور النصر يا صغير الرياض,1
@E بدري عليك وعلى اهلك و طوايفك الخونة بأنك تتكلم على آسيادك يا عبد الريال القطري يا إخونجي. <>دبي تتمنى إنك تزورها ولو نص يوم، معزبك راعي الريال القطري حاول بأن يجعل مدينته مثل دبي ولم يستطع، و الحوثي وحزبك القذر ولو بعد مئة عام لين يأتوا ,1
 @E: تبا لك يا الشيطان الاكبر يا اميركا يا صهيونية.... هلا بالك بمكافاة ملايين الدولارات لكل من يقدم خبر عن مقاومة #حزبالله وما…,1
اسمها دولة احتلال صهيونية، والعلم علم احتلال ملعون، يا فهمان يا بتاع العلم ,1
الله يطلع عينكم انت ومصر دي كلها يا حلبي يا حاقد والسيسي ده تاني يقعد ليكم كدا ٥٠ سنة يقتلكم ويعذبكم وان شاء الله الأمن المركزي حق السيسي بقبضك ويعذبك لحدي ما يشلوك و يسببو ليك عاهة مستديمة يا حلبي يا معفن انت 💦 ,1
@E يا موكشا يا معرص يا رب فرنسا تحتل المنصورة تاني,1
الاتحادي اللي نال الشرف بتشجيعنا له جولة واحدة لا تصدق نفسك لان امس كان عار لجميع الزعماء بتشجيع نادي وضيع لايملك دوري نقطي واخر دوري حققه قبل 15 سنه ، فلذلك كلنا الاتفاق يوم الخميس وفالكم الهبوط يا خدم يا خدام الزعيم 😂😂<>#الاتحادالنصر #الاتحاد #هبوطبس,1
مافي شي مضمون يا جمهور الزعيق يا كريم النيفيا. الخميس سيتصدر العالمي. وإرجع ورا يا. محلي . العالميه صعبه قويه. الدوري صعب قوي 😏 #صدارهبح,1
@E @E @E اقول روح ناشد و اشحذ ابسط حقوقك يا اجبن شعوب الارض ،اخر ناس يتكلمون عن حال الشعوب وكرامتها هو انتم يا مسعودين يا شحاتين وخدم آل سلول ، خلكم في حالكم يا عبيد الرجال منكم بالسجون و مغتربين ونساءكم ارجل من اشكالك ,1
@E يا قهرتك يا خالد رئيس الوطن بذات نفسه يستقبل المنقبات في القصر الجمهوري و يكرمها مع الأمهات المثاليات <>فلتحترق قلوبكم يا علمانيين ,1
@E @E بلاد التوحيد بلادنا والدفاع عنها اولويتنا اللهم انصر جيشنا الجزائري وجيشنا السعودي فهما في رباط أن شاء الله... قل موتوا بغيظكم يا خوان يا مفلسين ... كلما طلع لهم قرن قطع.,1
@E @E وانت يا لص يا متصهين لا تمثل المجتمع الكوردي,1
@E @E يا فايز يا فريج والله الفقراوية مالهم صاحب انا أتكلم عن إعلامه شوف الصرامي كيف يسقط على الأهلي وهو معتوه لو تزنقه ما يعرف يكتب اسمه مو يحلل اغبى جمهور في السعودية جمهور الأغبياء,1
 @E: يا كلوت العمر يا ابيض ..<>#يلازمالكالسادسههانت,1
@E يا تكارنه يا جرارين يا مخانيث يا طروش البحر يا نيجيريا لعن الله ابو ابو ابوك,1
@E @E ي مصري يا جرار يا مخنووث انا لا امثل قطر ولا إيران ولا حتي بيت امك 🤣🤣🤣 للعلم بلحه في امريكا لطلب مساعدات من بابا ترامب بعد ماطرده محمد بن سلمان و محمد بن زايد ملاعين الارض 😂😂 يلا ي ابن الكلب من هنا ولا اشوف مصري ممنش,1
@E شاطر تتفاخر بالعرب انتم شو سويتوا للعرب غير السمعة السيئة انت اصلن عار على العرب يا حثالة يا متخلفين يا رعيان يا شعب الكبسة شاطرين بيع بترول واصرفوا على العالم لو فيكم خير على المصاري الي عندكم كان حكمتم العالم السعودية تخلف وفقر وقمع بتجيبوا ,1
@E بالعكس إسرائيل بلد بتساعد المواهب وتنميها وتستفيد منها لان دي الإرادة السياسية يعني تقصد تقول ان سيات الريس ماعندوش إرادة لتنمية البحث العلمي ؟!<>والسلفيين مش معنيين بالخلايا الجزعية لكن الأطباء هم المعنيون يا دكتور يا دكتور يا دكتور سام,1
@E @E إحنا أتباع إيران يا آل سلول يا نسل اليهود,1
ما هو المنطق؟<>لما الشرطة تقبض على واحد وتضربه على دماغة يوقع ما يحطش منطق <>مش كده يا شعب يا جاهل يا متخلف يا مريض يا جبان,1
@E @E @E هههههههههههههههههههههه يا طحلبي يا صغير جدة يا جاهل شوف بطولات الاتحاد قبل 1417 ,1
@E @E @E عيب يا عثمانه يا كسلانه يا عبيطه يا باندا هههههههههههههههههه,1
 @E: #الفيفايرداحتجاجالهلالصحيح<>لو تكلمون ترامب الدوري نصراوي غصبًا عنكم يا زلايب يا صغير الرياض ,1
بدري يا خرى يا إيطالي والله يلعن ايطاليا ولاعبينها و مدربينها,1
 @E: موسم صفري يليق بعمل ادارتك في الشتوية لعنة الله عليك وعلى من جابك تترأس الاهلي يا رمه يا بكايه يا فاشل @E,1
@E @E الهزيمة هي حليف أسير التشاد أيها العرب المتصهينة <>غور يا قواد يا جامي يا مدخلي ،، يا يهود القبلة ،، الشعوب تعلنكم من المحيط إلى الخليج برا و بحرا و جوا <>قطر و تركيا أرجل و أطهر منكم يا خونة يا مخانيث الصهاينة يا دافعي الجزية ,1
#طرابلس #ليبيا #السعودية <>على الباغي تدور الدوائر يا آل سعود يا أعداء الحرية .. ,1
 @E: يا خالد السعودي يا ابن الشرموطه دلال يلي من بلاد الدب الداشر ابو منشار المجرم الإرهابي يا خادم وعبد الشراميط والعاهرات المعف…,1
 @E: @E @E امشي يا كلب العسكر يا خنزير يا عتلو .. يسقط يسقط حكم العسكر ويسقط كل كلاب العسكر.,1
دول عالم جبلات ما بيحسوش عشان صعدو عاملين مولد ويقولو افريقيا للرجال ..ودا من امتى يا زيزى يا حصاله افريقيا ,1
 @E: تعلموا المشاريع يا عشاق الهنود<>يا من اخذتوا من الدولة ما اخذتم ولم تجد منكم الا وافدين اكثر <>#محمودالجروانينشكرك,1
